channel,message_id,date,text,sender_id,views,image_path,doc_path,processed_text,conll_text
@AwasMart,11819,2025-06-14T18:01:26+00:00,,-1001429900086,3230,data/raw/media\@AwasMart_11819.jpg,,,
@AwasMart,11818,2025-06-14T18:01:26+00:00,,-1001429900086,3073,data/raw/media\@AwasMart_11818.jpg,,,
@AwasMart,11817,2025-06-14T18:01:26+00:00,,-1001429900086,3177,data/raw/media\@AwasMart_11817.jpg,,,
@AwasMart,11816,2025-06-14T18:01:26+00:00,,-1001429900086,2982,data/raw/media\@AwasMart_11816.jpg,,,
@AwasMart,11815,2025-06-14T18:01:26+00:00,,-1001429900086,3047,data/raw/media\@AwasMart_11815.jpg,,,
@AwasMart,11814,2025-06-14T18:01:26+00:00,"❇️ Mouth and Nasal Aspirator 

       ዋጋ💵፦  💰 450 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",-1001429900086,3071,data/raw/media\@AwasMart_11814.jpg,,❇️ Mouth and Nasal Aspirator ዋጋ💵 💰 450 ETB 💬በቴሌግራም ለማዘዝ @wamrt1 @wamrt2 📍አድራሻችን:- 1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 📻(+251941661030 / +251943190237) 👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️ 🤪 ቴሌግራም ቻናል t.me/AwasMart 📌📌📌📌📌📌📌📌📌📌📌,Mouth and Nasal Aspirator ዋጋ 450 ETB በቴሌግራም ለማዘዝ wamrt1 wamrt2 አድራሻችን - 1 . ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2 . ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 ( 251941661030 251943190237) ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል t.me AwasMart
@AwasMart,11813,2025-06-14T12:33:35+00:00,"🔖🔖🔖🔖🔖🔖🔖🔖🔖🔖🔖🔖
ውድ ደንበኞቻችን ሱቃችን ነገ እሁድ ከ4:30-11:00 ሰዓት ክፍት መሆኑን በአክብሮት እንገልፃለን።

📍አድራሻችን:-
📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",-1001429900086,3235,data/raw/media\@AwasMart_11813.jpg,,🔖🔖🔖🔖🔖🔖🔖🔖🔖🔖🔖🔖 ውድ ደንበኞቻችን ሱቃችን ነገ እሁድ ከ4:30-11:00 ሰዓት ክፍት መሆኑን በአክብሮት እንገልፃለን 📍አድራሻችን:- 📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 📻(+251941661030 / +251943190237) 👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️ 🤪 ቴሌግራም ቻናል t.me/AwasMart 📌📌📌📌📌📌📌📌📌📌📌,ውድ ደንበኞቻችን ሱቃችን ነገ እሁድ ከ4 30-11 00 ሰዓት ክፍት መሆኑን በአክብሮት እንገልፃለን አድራሻችን - ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 ( 251941661030 251943190237) ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል t.me AwasMart
@AwasMart,11812,2025-06-13T14:46:07+00:00,,-1001429900086,3331,data/raw/media\@AwasMart_11812.jpg,,,
@AwasMart,11811,2025-06-13T14:46:07+00:00,,-1001429900086,3763,data/raw/media\@AwasMart_11811.jpg,,,
@AwasMart,11810,2025-06-13T14:46:07+00:00,,-1001429900086,3448,data/raw/media\@AwasMart_11810.jpg,,,
@AwasMart,11809,2025-06-13T14:46:07+00:00,,-1001429900086,3212,data/raw/media\@AwasMart_11809.jpg,,,
@AwasMart,11808,2025-06-13T14:46:07+00:00,,-1001429900086,3222,data/raw/media\@AwasMart_11808.jpg,,,
@AwasMart,11807,2025-06-13T14:46:07+00:00,,-1001429900086,3128,data/raw/media\@AwasMart_11807.jpg,,,
@AwasMart,11806,2025-06-13T14:45:51+00:00,"❇️Lint Roller

  ዋጋ💵፦  💰 600 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",-1001429900086,3301,data/raw/media\@AwasMart_11806.jpg,,❇️Lint Roller ዋጋ💵 💰 600 ETB 💬በቴሌግራም ለማዘዝ @wamrt1 @wamrt2 📍አድራሻችን:- 1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 📻(+251941661030 / +251943190237) 👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️ 🤪 ቴሌግራም ቻናል t.me/AwasMart 📌📌📌📌📌📌📌📌📌📌📌,Lint Roller ዋጋ 600 ETB በቴሌግራም ለማዘዝ wamrt1 wamrt2 አድራሻችን - 1 . ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2 . ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 ( 251941661030 251943190237) ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል t.me AwasMart
@AwasMart,11805,2025-06-13T07:48:31+00:00,❇️ Rechargeable Vintage Lamp Humidifier,-1001429900086,3107,,data/raw/media\@AwasMart_11805.mp4,❇️ Rechargeable Vintage Lamp Humidifier,Rechargeable Vintage Lamp Humidifier
@AwasMart,11804,2025-06-13T07:48:31+00:00,,-1001429900086,2844,data/raw/media\@AwasMart_11804.jpg,,,
@AwasMart,11803,2025-06-13T07:48:31+00:00,,-1001429900086,3126,data/raw/media\@AwasMart_11803.jpg,,,
@AwasMart,11802,2025-06-13T07:48:31+00:00,,-1001429900086,2737,data/raw/media\@AwasMart_11802.jpg,,,
@AwasMart,11801,2025-06-13T07:48:31+00:00,"❇️ Rechargeable Vintage Lamp Humidifier
         💯High-quality 


☛በኤሌክትሪክ የሚሰራ
☛ለቤት መልካም መዓዛን የሚሰጥ

👉Continuously spray for 6 hours & automatically power off
✓Capacity: 280ml
✓Spray Amount: 25 -40ml/H
✓Battery Capacity: 1,200mAh
✓Power: 1.5W
✓Brightness level: 1%-100%
✓Purify the air & Beautify the Environment

☛#Vintage_Lamp_Humidifier
✓Compact and portable
✓Healthy mist
✓Gentle warm light
✓Colorful Atmosphere Light
✓Second-speed Spray
✓Wireless Humidification

👉Suitable for home, office, bedroom, living room, bathroom, car, etc.

☛#Package_Included:
1 x Humidifier
1 x USB Cable

    ዋጋ🫰፦  💰1,800 ብር

👉💬በቴሌግራም ለማዘዝ @awasadmin1
                                        @awasadmin2

📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",-1001429900086,3072,data/raw/media\@AwasMart_11801.jpg,,"❇️ Rechargeable Vintage Lamp Humidifier 💯High-quality ☛በኤሌክትሪክ የሚሰራ ☛ለቤት መልካም መዓዛን የሚሰጥ 👉Continuously spray for 6 hours & automatically power off ✓Capacity: 280ml ✓Spray Amount: 25 -40ml/H ✓Battery Capacity: 1,200mAh ✓Power: 1.5W ✓Brightness level: 1%-100% ✓Purify the air & Beautify the Environment ☛#Vintage_Lamp_Humidifier ✓Compact and portable ✓Healthy mist ✓Gentle warm light ✓Colorful Atmosphere Light ✓Second-speed Spray ✓Wireless Humidification 👉Suitable for home, office, bedroom, living room, bathroom, car, etc. ☛#Package_Included: 1 x Humidifier 1 x USB Cable ዋጋ🫰 💰1,800 ETB 👉💬በቴሌግራም ለማዘዝ @awasadmin1 @awasadmin2 📍አድራሻችን:- 1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 📻(+251941661030 / +251943190237) 👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️ 🤪 ቴሌግራም ቻናል t.me/AwasMart 📌📌📌📌📌📌📌📌📌📌📌","Rechargeable Vintage Lamp Humidifier High-quality በኤሌክትሪክ የሚሰራ ለቤት መልካም መዓዛን የሚሰጥ Continuously spray for 6 hours automatically power off Capacity 280ml Spray Amount 25 -40ml H Battery Capacity 1,200mAh Power 1.5W Brightness level 1 -100 Purify the air Beautify the Environment Vintage_Lamp_Humidifier Compact and portable Healthy mist Gentle warm light Colorful Atmosphere Light Second-speed Spray Wireless Humidification Suitable for home, office, bedroom, living room, bathroom, car, etc. Package_Included 1 x Humidifier 1 x USB Cable ዋጋ 1,800 ETB በቴሌግራም ለማዘዝ awasadmin1 awasadmin2 አድራሻችን - 1 . ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2 . ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 ( 251941661030 251943190237) ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል t.me AwasMart"
@AwasMart,11800,2025-06-12T16:58:23+00:00,❇️Baby Bath Net Bed,-1001429900086,2945,,data/raw/media\@AwasMart_11800.mp4,❇️Baby Bath Net Bed,ህጻን Bath Net Bed
@AwasMart,11799,2025-06-12T16:58:23+00:00,❇️Baby Bath Net Bed,-1001429900086,2805,,data/raw/media\@AwasMart_11799.mp4,❇️Baby Bath Net Bed,ህጻን Bath Net Bed
@AwasMart,11798,2025-06-12T16:58:23+00:00,"❇️Baby Bath Net Bed 

👉Adjustable, only net (መረቡ ብቻ)

🔰ልጅዎን በቀላሉ በምቾት ለማጠብ

  ዋጋ💵፦  💰 600 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",-1001429900086,2959,data/raw/media\@AwasMart_11798.jpg,,"❇️Baby Bath Net Bed 👉Adjustable, only net (መረቡ ብቻ) 🔰ልጅዎን በቀላሉ በምቾት ለማጠብ ዋጋ💵 💰 600 ETB 💬በቴሌግራም ለማዘዝ @wamrt1 @wamrt2 📍አድራሻችን:- 1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 📻(+251941661030 / +251943190237) 👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️ 🤪 ቴሌግራም ቻናል t.me/AwasMart 📌📌📌📌📌📌📌📌📌📌📌","ህጻን Bath Net Bed Adjustable, only net (መረቡ ብቻ) ልጅዎን በቀላሉ በምቾት ለማጠብ ዋጋ 600 ETB በቴሌግራም ለማዘዝ wamrt1 wamrt2 አድራሻችን - 1 . ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2 . ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 ( 251941661030 251943190237) ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል t.me AwasMart"
@AwasMart,11797,2025-06-12T12:30:49+00:00,"👼👼👼👼👼👼👼👼👼👼👼
Adjustable Baby Shower Cap Child Kids Shampoo Bath Hat Wash Hair Shield",-1001429900086,2944,,data/raw/media\@AwasMart_11797.mp4,👼👼👼👼👼👼👼👼👼👼👼 Adjustable Baby Shower Cap Child Kids Shampoo Bath Hat Wash Hair Shield,Adjustable ህጻን Shower Cap Child Kids Shampoo Bath Hat Wash Hair Shield
@AwasMart,11796,2025-06-12T12:30:49+00:00,"👼⛄️🛁Adjustable Baby Shower Cap Child Kids Shampoo Bath Hat Wash Hair Shield

       ዋጋ💵፦  💰250 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",-1001429900086,2821,data/raw/media\@AwasMart_11796.jpg,,👼⛄️🛁Adjustable Baby Shower Cap Child Kids Shampoo Bath Hat Wash Hair Shield ዋጋ💵 💰250 ETB 💬በቴሌግራም ለማዘዝ @wamrt1 @wamrt2 📍አድራሻችን:- 1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 📻(+251941661030 / +251943190237) 👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️ 🤪 ቴሌግራም ቻናል t.me/AwasMart 📌📌📌📌📌📌📌📌📌📌📌,Adjustable ህጻን Shower Cap Child Kids Shampoo Bath Hat Wash Hair Shield ዋጋ 250 ETB በቴሌግራም ለማዘዝ wamrt1 wamrt2 አድራሻችን - 1 . ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2 . ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 ( 251941661030 251943190237) ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል t.me AwasMart
@AwasMart,11795,2025-06-12T07:31:20+00:00,❇️High pressure water Gun nozzle,-1001429900086,2849,,data/raw/media\@AwasMart_11795.mp4,❇️High pressure water Gun nozzle,High pressure water Gun nozzle
@AwasMart,11794,2025-06-12T07:31:20+00:00,"❇️High pressure water Gun nozzle

   🔰መኪና ለማጠብ
   🔰ግቢ ለማፅዳት ተመራጭ
   🔰የራሱ መለዋወጫ ያለው

    ዋጋ💵፦  💰 800 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",-1001429900086,3003,data/raw/media\@AwasMart_11794.jpg,,❇️High pressure water Gun nozzle 🔰መኪና ለማጠብ 🔰ግቢ ለማፅዳት ተመራጭ 🔰የራሱ መለዋወጫ ያለው ዋጋ💵 💰 800 ETB 💬በቴሌግራም ለማዘዝ @wamrt1 @wamrt2 📍አድራሻችን:- 1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 📻(+251941661030 / +251943190237) 👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️ 🤪 ቴሌግራም ቻናል t.me/AwasMart 📌📌📌📌📌📌📌📌📌📌📌,High pressure water Gun nozzle መኪና ለማጠብ ግቢ ለማፅዳት ተመራጭ የራሱ መለዋወጫ ያለው ዋጋ 800 ETB በቴሌግራም ለማዘዝ wamrt1 wamrt2 አድራሻችን - 1 . ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2 . ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 ( 251941661030 251943190237) ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል t.me AwasMart
@AwasMart,11793,2025-06-11T17:44:30+00:00,,-1001429900086,3003,data/raw/media\@AwasMart_11793.jpg,,,
@AwasMart,11792,2025-06-11T17:44:30+00:00,,-1001429900086,3314,data/raw/media\@AwasMart_11792.jpg,,,
@AwasMart,11791,2025-06-11T17:44:30+00:00,,-1001429900086,2858,data/raw/media\@AwasMart_11791.jpg,,,
@AwasMart,11790,2025-06-11T17:44:29+00:00,"❇️Onion Air Humidifier with LED Light
       💯 High Quality 

👍በኤሌክትሪክ የሚሰራ 
👍ለቤት መልካም መዓዛን የሚሰጥ

👍Water Tank Capacity: 330ml
👍Operating power: 2.5W
👍 Spray Volume 30-50ml/H
👍Purify the air & Beautify the Environment

👍Three-level ambient light
👍Silent humidification
Two levels of fog
👍Adjustable speed


👍very effective: Usb power interface, convenient and quick operation, can be used anywhere.

#Package_Included:
1* Lark bird humidifier
1* USB cable
1* Instruction manual

ዋጋ💵፦  💰 1,300 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",-1001429900086,3064,data/raw/media\@AwasMart_11790.jpg,,"❇️Onion Air Humidifier with LED Light 💯 High Quality 👍በኤሌክትሪክ የሚሰራ 👍ለቤት መልካም መዓዛን የሚሰጥ 👍Water Tank Capacity: 330ml 👍Operating power: 2.5W 👍 Spray Volume 30-50ml/H 👍Purify the air & Beautify the Environment 👍Three-level ambient light 👍Silent humidification Two levels of fog 👍Adjustable speed 👍very effective: Usb power interface, convenient and quick operation, can be used anywhere. #Package_Included: 1* Lark bird humidifier 1* USB cable 1* Instruction manual ዋጋ💵 💰 1,300 ETB 💬በቴሌግራም ለማዘዝ @wamrt1 @wamrt2 📍አድራሻችን:- 1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 📻(+251941661030 / +251943190237) 👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️ 🤪 ቴሌግራም ቻናል t.me/AwasMart 📌📌📌📌📌📌📌📌📌📌📌","Onion Air Humidifier with LED Light High Quality በኤሌክትሪክ የሚሰራ ለቤት መልካም መዓዛን የሚሰጥ Water Tank Capacity 330ml Operating power 2.5W Spray Volume 30-50ml H Purify the air Beautify the Environment Three-level ambient light Silent humidification Two levels of fog Adjustable speed very effective Usb power interface, convenient and quick operation, can be used anywhere. Package_Included 1 Lark bird humidifier 1 USB cable 1 Instruction manual ዋጋ 1,300 ETB በቴሌግራም ለማዘዝ wamrt1 wamrt2 አድራሻችን - 1 . ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2 . ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 ( 251941661030 251943190237) ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል t.me AwasMart"
@AwasMart,11789,2025-06-11T07:29:23+00:00,❇️Food Feeder Plus,-1001429900086,3256,,data/raw/media\@AwasMart_11789.mp4,❇️Food Feeder Plus,Food Feeder Plus
@AwasMart,11788,2025-06-11T07:29:23+00:00,,-1001429900086,3157,,data/raw/media\@AwasMart_11788.mp4,,
@AwasMart,11787,2025-06-11T07:29:23+00:00,"🍼Only Baby 
🎯Food Feeder Plus 

🔰 100% Food Grade Silicone 
🔰 BPA Free 
🔰 Latex Free 
🔰 Phthalate Free 
🔰 Non- Toxic 
🔰 Freeze Safe 
🔰 Microwave Safe 
🔰 Boil Safe 
🔰 Steam Safe 
🔰 Zero Month and Above

ዋጋ💵፦  💰 300 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",-1001429900086,3035,data/raw/media\@AwasMart_11787.jpg,,🍼Only Baby 🎯Food Feeder Plus 🔰 100% Food Grade Silicone 🔰 BPA Free 🔰 Latex Free 🔰 Phthalate Free 🔰 Non- Toxic 🔰 Freeze Safe 🔰 Microwave Safe 🔰 Boil Safe 🔰 Steam Safe 🔰 Zero Month and Above ዋጋ💵 💰 300 ETB 💬በቴሌግራም ለማዘዝ @wamrt1 @wamrt2 📍አድራሻችን:- 1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 📻(+251941661030 / +251943190237) 👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️ 🤪 ቴሌግራም ቻናል t.me/AwasMart 📌📌📌📌📌📌📌📌📌📌📌,Only ህጻን Food Feeder Plus 100 Food Grade Silicone BPA Free Latex Free Phthalate Free Non- Toxic Freeze Safe Microwave Safe Boil Safe Steam Safe Zero Month and Above ዋጋ 300 ETB በቴሌግራም ለማዘዝ wamrt1 wamrt2 አድራሻችን - 1 . ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29 2 . ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 ( 251941661030 251943190237) ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል t.me AwasMart
@AwasMart,11786,2025-06-10T13:09:03+00:00,✳️ Baby Feeding Bottle Spoon with Container Baby Food Feeder,-1001429900086,3325,,data/raw/media\@AwasMart_11786.mp4,✳️ Baby Feeding Bottle Spoon with Container Baby Food Feeder,ህጻን መመገቢያ ጠርሙስ Spoon with Container ህጻን Food Feeder
@AwasMart,11785,2025-06-10T13:09:02+00:00,✳️ Baby Feeding Bottle Spoon with Container Baby Food Feeder,-1001429900086,2946,,data/raw/media\@AwasMart_11785.mp4,✳️ Baby Feeding Bottle Spoon with Container Baby Food Feeder,ህጻን መመገቢያ ጠርሙስ Spoon with Container ህጻን Food Feeder
